id,user_id
259,97712504916
260,931855751
261,109093649838
262,76565164104
263,1660706940803193
264,99956810246
265,712926816646205
266,101908751127
267,2999068007340472
268,105224905159
269,1590115230
270,2106305340512686
271,2334829519
272,787668861206120
273,105131135925
274,1204657609783070
275,764898475272920
276,105584301890
277,7411389734369805372
278,3384755493542602
279,100768135343
280,3038695141417182
281,91822910888
282,1030517791
283,93663223597
284,51900523187
285,4123603867535289
286,56611460951
287,99033291483
288,1688443566686344
289,61017444234
290,3872274277
291,4413864739089795
292,5371861891
293,2874540241467763
294,3219011186722055
295,2118127981172137
296,51570334683
297,2964702342162606
298,2030154000373116
299,1758864697996216
300,3378115922364135
301,1080189918644211
302,1104371069233192
303,108158322586
304,726137275167214
305,3349579849805987
306,2894385698052743
307,899877677836432
308,3008683655304872
309,3771754055733435
310,3890528103700814
311,566968635364203
312,675514852311691
313,1372623737463757
314,51997537971
315,4388905862305976
316,105685675008
317,3993899772687784
318,2958132315689448
319,2016974066686154
320,67222861217
321,2875923250035447
322,51924557161
323,65139031490
324,106678349634
325,60713603784
326,1746452304903352
327,1823469535759284
328,100706429731
329,3219803314071959
330,180779130295870
331,1121146804379668
332,1355071075925512
333,3268189444911319
334,2551311017968894
335,2524958269907752
336,3752007821439566
337,2664818112472947
338,3263817936288877
339,1799257846460103
340,59438920470
341,1572732586435802
342,10684555108
343,984780560666366
344,1022989208661320
345,98934041906
346,110896793887
347,2870189342598144
348,2025768281190493
349,80523972847
350,107783551049
351,111560208810
352,3710174891874427
353,3971079395359501
354,376481257622428
355,1665138121517531
356,945203770042749
357,40300112
358,1807416376
359,3470437696
360,2202698109
361,3173729019
362,2355716276
363,2439650427
364,2013137693
365,3648481359
366,69041087467
367,74260887401
368,712920183616637
369,436169847
370,111240970660
371,4097205742340704
372,8920837485
373,594181007616077
374,578758811330075
375,2119478020420952
376,849280821370254
377,4054637275253911
378,98221915018
379,3734404266212203
380,2212691026909875
381,398500637465076
382,703299893860199
383,3859702982393162
384,3353952867846716
385,3806926834238900
386,2962507019855300
387,3681628063009885
388,3120881191363114
389,1275065495454062
390,110816409373
391,1042756209481336
392,4371261568598846
393,111405294955
394,2742608762768234
395,1218673261694446
396,4231387743269864
397,104857029887
398,2837197562056397
399,653587106241328
400,2148908796220516
401,1790418768635255
402,103483021799
403,145557307009707
404,1978719798311687
405,200539671369161
406,1137316326803827
407,2170864118009994
408,3991648333205884
409,1999391663064553
410,95300163394
411,3822363325246808
412,51045089537
413,544489542
414,1978351549
415,50290746573
416,1822763520
417,1375853247
418,51050126444
419,3122252491795616
420,3790596102
421,2249193752
422,2966903134104611
423,61940238002
424,108973310645
425,2449351105061068
426,2874595075955584
427,99083609280
428,4374291967131323
429,1984720855
430,2034561306068650
431,2695636017230843
432,94432152003
433,114796394185048
434,1763253697920572
435,61263583008
436,257728234403034
437,985584223927565
438,98164646773
439,424826978436096
440,1500148595956413
441,3245365221146375
442,65209232033
443,86327519883
444,71289112861
445,5641979400
446,100849464056
447,3982905186722556
448,63622535338
449,448220760128381
450,3453975827
451,747274152193693
452,99146421629
453,109533867288
454,95298633783
455,2804174408924619
456,107730183743
457,98239753458
458,2421569563919739
459,1067578163
460,3866316751778951
461,1114807813
462,1886400521705835
463,2588669871921123
464,4303943626132490
465,2999082161540983
466,4256931895325648
467,104911683685
468,1767617433180783
469,83319023423
470,60846600392
471,5430777274
472,844844624276315
473,1736821265153139
474,109916622654
475,103202300506
476,63748965494
477,104922951472
478,1539793024984396
479,50783755116
480,838244486359640
481,63036464186
482,94527094158
483,77815652080
484,52890018537
485,5822691603
486,96773024321
487,109011179735
488,4497450065987691
489,5333346146
490,3226422638550028
491,2748406938220695
492,5212989141
493,101519562879
494,13030292278
495,1706912128702907
496,62115281127
497,7416588327287227449
498,4486421827555165
499,4338793222
500,1236266457764055
501,68176835084
502,3646421362280525
503,3136274194239348
504,927577079024804
505,2532901553973677
506,4141211273138000
507,4347942588389764
508,1049402979130912
509,419115832974
510,61415622078
511,108603220869
512,1000987600884443
513,4064241673570324
514,61292216291
515,4149983312356320
516,998823858025575
517,105752818108
518,52308248531
519,4086201390217135
520,2918528543367193
521,58843543161
522,98896292243
523,105054675552
524,1506810547152058
525,2949330825908684
526,3332000892064635
527,1427627037170100
528,1742292584
529,3461582199720129
530,107955823453
531,1779455131135179
532,97175970213
533,1279435998236398
534,106025719841
535,2439145808474266
536,2409731483246135
537,4418298826728800
538,434967552
539,100082122062
540,105520512337
541,107865465191
542,3107682161795722
543,915719540
544,103947219767
545,3714584735910480
546,4477633180479523
547,63340320879
548,3896293031942173
549,97976493681
550,4061317162
551,70843744921214
552,77385157844771
553,1644461650614036
554,1816029079548830
555,3337709006889991
556,171124793290500
557,200538863186992
558,4018096134947059
559,4054594165151367
560,2752770274755308
561,1073233175
562,63477198093
563,3687186278
564,3261578089341305
565,111296713787
566,1565344646041309
567,2324826702756860
568,2203976326
569,2594467522559175
570,1788333783
571,3101102562348654
572,2005102196961645
573,71205487584
574,1218679217068456
575,3931371909
576,62896031885
577,97080229934
578,215950038668184
579,85368471413
580,50946804662
581,857228626
582,98075106604
583,4186570078303928
584,94394147143
585,57026069354
586,80838025401
587,2178219706
588,110449193292
589,1693686842801965
590,96337073716
591,109248416646
592,101984290576
593,69215167416
594,3408957396232670
595,96969807725
596,2414971962262151
597,102188850558
598,1313264215009306
599,108649274466
600,109063409842
601,2711833918046719
602,1959761631782041
603,101691572255
604,2031499760120830
605,4481198062043796
606,19328557385
607,562537688210656
608,111165549518
609,1415797301321341
610,111609060127
611,3320179274299960
612,4169001608966238
613,3540850953688927
614,2493331009707182
615,1102165432610592
616,1449611803765417
617,2210481039476891
618,1363817357644451
619,50891703298
620,525328743
621,101839406030
622,328090577816028
623,4503701466776526
624,3175000020096046
625,102833749021
626,2749198024054264
627,325061606651421
628,1961184873944615
629,1414433188087760
630,3737965012199735
631,105040976558
632,96621963202
633,110263201646
634,827736610
635,94663744078
636,50025817786
637,2166475485619016
638,13571206093
639,61757081123
640,3604618833829307
641,1316596446
642,5839829632
643,2452012963
644,2786634891533371
645,1803068763
646,70950038817
647,1073585487615232
648,1440087634
649,3528285997
650,52391308982
651,2436105800787998
652,2127609893
653,3865535489254526
654,105624618205
655,637352523341336
656,325891510777790
657,4745194239
658,4299187947
659,1797044564671731
660,580006097
661,74017230227
662,6139939798
663,4358086340128339
664,3517397631
665,1830014865640957
666,4503677307279869
667,17239381911150
668,97408676494
669,3712372171617950
670,1585957318971166
671,1895154009253784
672,87414067122
673,99224915625
674,2871768763
675,2172260258685949
676,50467495270
677,71891493409
678,71750408703
679,1999814626
680,1326186109
681,3843538948720776
682,3737936594213671
683,93597109836
684,108964087360
685,104199177536
686,474590816779560
687,4494444044755640
688,3452929996492344
689,94084691941
690,52863637293
691,3957829645898327
692,2792381618076523
693,2085099259832940
694,2287464747642750
695,63955007704
696,3032895428245066
697,1398177270602035
698,2801199822682363
699,4199765837619579
700,60507423975
701,2739627105190989
702,108117328724
703,3226446982031876
704,3870733988016334
705,2219233663524023
706,67529600227
707,1027403298649604
708,3843532448858957
709,552410596781836
710,2757181060169224
711,98144941417
712,4428448729399939
713,93024142549
714,104190697619
715,101909457046
716,70335805872
717,3535672053613903
718,1037564283467822
719,95791740356
720,1266228717950334
721,98632372982
722,2348173676774941
723,108150482141
724,233575164674880
725,147794623474105
726,3219840863843539
727,4220341378094435
728,3711594665874311
729,5226348056
730,1257435348
731,4380895346437630
732,3712410629712957
733,3214595884059035
734,4503692153506494
735,102868313834
736,3703603804522460
737,2610663935968107
738,2725012646407523
739,3237429382220119
740,1129948451452958
741,109250360294
742,935055691355479
743,2880324893680060
744,336908266247691
745,4409457771286032
746,1739855468961364
747,1992764439927799
748,2883334091571472
749,3580477342484408
750,1629975701
751,3817121122103104
752,110182794857
753,99621757984
754,610940378949432
755,3213238116293386
756,4499794385
757,1443014465036344
758,97175128004
759,988806770
760,6480240381
761,317131491388238
762,4147771030645901
763,747268711392039
764,56728695145
765,96454207452
766,946014406060851
767,63596016783
768,6287563623
769,66382603905
770,2537311106249319
771,3290156675632415
772,1635729266977912
773,3834739455428927
774,468816695133016
775,5979976554
776,1371809690681364
777,54614244073
778,257714727955968
779,3545292629615741
780,1019934622090228
781,279695666970650
782,1284658547919591
783,2928741378688216
784,4488673390496152
785,4493080133383916
786,1977338742713155
787,1772014360069060
788,83840774215
789,3683810253744252
790,1656299232953645
791,598572755596903
792,4394118291395031
793,99551664765
794,72810419012
795,646993646718216
796,2682402980234110
797,108667909253
798,1521368983945710
799,108074676600
800,2854769197848252
801,103466645875
802,65338213249
803,96580903410
804,7437889898508649532
805,108699554899
806,111171125759
807,95809415488
808,1713477498188329
809,73135759212
810,2168691636052680
811,2747022552608012
812,695759211
813,96914702883
814,93107855614
815,2256613319130552
816,673342058937652
817,686516165950928
818,110169398946
819,531791853913896
820,51760634542
821,95601999990
822,2683282208592640
823,967221686583117
824,110196997667
825,2595316712102695
826,94083310959
827,4221729782640135
828,111313646379
829,99452093651
830,1130718524609694
831,66833892379
832,103259321014
833,95970499368
834,3839128607133444
835,1367391019743544
836,1543358331487687
837,2449331264427918
838,3588404754789575
839,52293061450
840,98635581336
841,66419694509454
842,85107813319
843,2052157385474784
844,2145852217362557
845,75204561801
846,1354212546716541
847,3237408878633451
848,2287414597914157
849,888866907887677
850,1629907328970052
851,93012680514
852,61559894350
853,750338854357659
854,60800515265
855,86864273618
856,580142320072440
857,62354662821
858,75811842736
859,3982847534441684
860,3147219462270218
861,1209914872307998
862,3762957966654651
863,4199763747030621
864,741498196601904
865,1456166636363095
866,3604621897768787
867,95951943631
868,2414995375139184
869,3685160779779548
870,1733256098095751
871,99839486182
872,2315992264617284
873,215159406605214
874,915249093947544
875,1005428723951511
876,2312965565721652
877,2620840756648683
878,4089782053389934
879,2307211530088032
880,97605241645
881,98983038895
882,98678035580
883,64733287384
884,92467493455
885,2269828074183431
886,251118639916606
887,3985050207002958
888,958394515856267
889,2991107590853380
890,3504876777908510
891,73755717111
892,663726149865239
893,53299057431
894,3808325525842620
895,7410737655531062329
896,70672410831
897,3095856285760781
898,82184428394
899,811912874961203
900,1885010673018237
901,30427737229291
902,96114666798
903,111024311676
904,2278667678669255
905,1653297127634078
906,1635667105809567
907,2135728946679417
908,875642558365339
909,1261891886787000
910,487811388288893
911,4098591151101710
912,110857580813
913,7427483089700111417
914,14233379799
915,528217199872046
916,60331868661
917,95474395837
918,80803633299
919,73802287612
920,85095932600
921,3438872840379676
922,2612044295060189
923,110623147405
924,1099972287408032
925,2346817344504592
926,3623638159080520
927,1838832549107645
928,93100518557
929,2123851672323324
930,102041212321
931,253350522133402
932,1072748637727725
933,1402000420
934,2197662693
935,97093036226
936,100687650249
937,82786286010
938,2597483206686059
939,2676683600592128
940,102001907072
941,2812969822201722
942,4044417871132138
943,607345379912179
944,96134652116
945,84726943304
946,145607948767917
947,101388433348
948,2476555110725662
949,3896272668865951
950,64210469786
951,2752792796080189
952,105759735393
953,3987264826518139
954,1227527187601342
955,2909785794288329
956,3532065699012152
957,85849088483
958,1152756369334792
959,83516985143
960,51182766150
961,101538803938
962,4503668008373074
963,2660458799303723
964,2510936874944867
965,3925691597861544
966,96547486690
967,1767642469763832
968,739288122397469
969,1203346632868218
970,2472181347913835
971,2188481163961904
972,1614503647910445
973,2920747745415239
974,3403685808316599
975,316250568797630
976,1717908191576330
977,17440422955
978,3460878436408795
979,101415251619
980,1830057033079480
981,98192201830
982,111345751965
983,87984425293
984,2896575119510922
985,655729573499748
986,756916749863307
987,2255835265762931
988,74786484479
989,100781784830573
990,3903685484360329
991,515036614503383
992,100420383845
993,101177200986
994,1814640976996749
995,3642011453492078
996,4284166185684637
997,725306601122830
998,2739337158
999,7380779401
1000,3940247183047855
1001,3391369650372972
1002,452640393928520
1003,2460359301
1004,1620361722
1005,1293443922402631
1006,3518878852594712
1007,2821815646303307
1008,2476567044301629
1009,1685889031
1010,92589274646
1011,1735504296937369
1012,4130191970689031
1013,1453983777432091
1014,1305839732794428
1015,2489719322842702
1016,2564502354929933
1017,101522636275
1018,3043881462538399
1019,2299771107940212
1020,963605757440525
1021,106052371420
1022,100398887891
1023,1590340527850764
1024,99328479075
1025,1398720331
1026,2082335294
1027,144260380
1028,2527092899849560
1029,127999828
1030,4270630093
1031,1097775840759178
1032,2043315974572173
1033,3184636255011773
1034,100133362855
1035,1581220032
1036,400703105802078
1037,1684902187905421
1038,750299446781824
1039,2153304903652219
1040,1289054634126526
1041,47989114026413
1042,484232032166222
1043,3532061848643069
1044,1669474152877161
1045,2966916022410275
1046,79275516909
1047,2110691215162845
1048,3631062699737177
1049,2804190256562867
1050,1879641662
1051,102362265479
1052,385071161
1053,984753945182423
1054,1755262315140839
1055,96430764007
1056,109237065433
1057,4176409400716154
1058,4321530302180860
1059,2582127106595552
1060,4120610593837355
1061,3090100997336619
1062,1649741222905614
1063,178584964574264
1064,111426108593
1065,518545834
1066,93943342570
1067,99621083948
1068,3499062478246329
1069,2440538014367508
1070,2639305023437166
1071,102070549339
1072,2470334054
1073,285507893076140
1074,1524397770286108
1075,3737969788985912
1076,104812925304
1077,19975540401
1078,62099924205
1079,2124736961711483
1080,2593068088825584
1081,83503256421
1082,4622401293
1083,1819027595855376
1084,3754146009721082
1085,1060389422643516
1086,487614876
1087,1499385471448823
1088,93897164724
1089,60874635828
1090,4233549500646819
1091,3548900247
1092,4026833398676075
1093,3434504890094157
1094,4383969189
1095,5497140688
1096,923384520
1097,2299812951885079
1098,1487364209
1099,874801937777383
1100,2015917707
1101,2484516492943528
1102,86187903239
1103,3483806657
1104,1887175896207143
1105,72862514462
1106,1168147144516652
1107,2491946761459571
1108,2505152889103945
1109,4323709522550813
1110,657947037017024
1111,1530609071
1112,4103001850262235
1113,82741589743
1114,111282883121
1115,2950690544552331
1116,59005960308
1117,1306694572584804
1118,1099152161519159
1119,3521114119092752
1120,4101656338497864
1121,476414743095
1122,277554831039127
1123,4321557044536291
1124,105098277179
1125,358913242568313
1126,105622088735
1127,1538912540174109
1128,66601498465
1129,990018920778071
1130,3095840428670364
1131,972405522316811
1132,8765053128
1133,62077284366
1134,2620839480541084
1135,2805570719191680
1136,83443990116
1137,93554027135
1138,2656049879063719
1139,85676020889
1140,4191812725509623
1141,98290546359
1142,72587421341
1143,2291831383
1144,107858629548
1145,101165270794
1146,104418341759
1147,1374834275136519
1148,3293759164133159
1149,92910796075
1150,3526867786931229
1151,4440272183756985
1152,43605332344557
1153,1733387105
1154,110748099725
1155,110215569505
1156,78458133963
1157,96459485752
1158,91498180554
1159,109565773521
1160,108834973109
1161,51542747275
1162,77543969755
1163,1609294531007376
1164,109580626680
1165,3035120750569614
1166,63387125716
1167,3160436096369076
1168,99713869570
1169,3259376344498184
1170,61044143291
1171,1110977903860872
1172,62272722539
1173,1042814340180892
1174,420430963807152
1175,1072773624763837
1176,4330343965669559
1177,987837213448092
1178,98076480645
1179,105328524035
1180,1732452394210824
1181,1103560854213309
1182,3074652587439927
1183,4199723646331084
1184,1314655819268264
1185,103880618515
1186,55187464950
1187,4388024027
1188,2120336549637165
1189,967989623271439
1190,2096986432
1191,4176365144249116
1192,50096854717
1193,1433373920727815
1194,262038357
1195,2085674409
1196,1753671543
1197,111176569117
1198,141571168
1199,4449012670
1200,1424046945
1201,1662102057522013
1202,1593368434
1203,1579358213
1204,1877565426120232
1205,3474051482270411
1206,101196566721
1207,541379604524759
1208,25981065631848
1209,695354974548887
1210,3457979253
1211,110030455668
1212,2667839016931000
1213,96335540969
1214,108363967380
1215,3724799535232724
1216,102215391458
1217,2634054196804360
1218,3613443917611828
1219,1493555668847018
1220,235766118622603
1221,5928846122
1222,2572503549488164
1223,100133375732
1224,102476361523
1225,1808026664703981
1226,187378102185440
1227,98342503868
1228,4490024148809559
1229,2896535835640432
1230,2348189681990620
1231,1821216960689540
1232,76029844737
1233,96666911490
1234,2555682085418163
1235,4107427319124583
1236,63661242840
1237,4046676313257847
1238,399876387773774
1239,725306399270852
1240,1833634143669059
1241,4246760155520537
1242,270904435422244
1243,3699176437463492
1244,1676131455205559
1245,2784427326845895
1246,101144550505
1247,103398166458
1248,4092846678476011
1249,2123888720623907
1250,4344911209700680
1251,3201370962004479
1252,1119732560306345
1253,651331793614301
1254,33399647242499
1255,2261043491897983
1256,756077697184430
1257,40015330813278
1258,72399267037
1259,3764317661700813
1260,70939713668
1261,77730676583
1262,785524221021904
1263,2475701150439367
1264,111160906612
1265,1044954022682044
1266,96702259190
1267,101867598529
1268,93737405477
1269,2801206312318748
1270,1562105967
1271,3556777133
1272,3101094133891736
1273,622741461415675
1274,394043071673609
1275,2418579513549096
1276,443823281932004
1277,50770992336
1278,96203452306
1279,94166266385
1280,1783843458668921
1281,2216251382563112
1282,4437255444770584
1283,1003777170
1284,63360067620
1285,3087073396668158
1286,782449002692448
1287,62756537959
1288,110928977287
1289,79391880477
1290,3824563148834540
1291,2929549776265096
1292,4191752983166179
1293,407245598768525
1294,2911931500595038
1295,833869756763548
1296,4085422259182603
1297,1763240947228855
1298,93474093948
1299,66729594842
1300,3147640834
1301,2381960101236035
1302,77257272645
1303,1924596366590265
1304,3333347342030727
1305,1304433627510216
1306,3842133249247203
1307,4088459962383305
1308,2137105601921085
1309,1811597839313675
1310,2329190312450027
1311,231326941723955
1312,1891596756069885
1313,3654394928706269
1314,1429840282785799
1315,3649982714095815
1316,1684052331478124
1317,992218918421536
1318,2261033309444174
1319,2141444969336884
1320,103711505728
1321,4493019980759465
1322,2848160472639962
1323,100713985857
1324,74737310938
1325,69908165854
1326,7428197160070857788
1327,3642053191538749
1328,2076328050041144
1329,1701640330812619
1330,3158265955101800
1331,794291681888477
1332,94763865884
1333,343526132690536
1334,93881084974
1335,103630188591
1336,67849191754
1337,104693198843
1338,3210996495157565
1339,93185060926
1340,4026840182697386
1341,61219391586
1342,63444390937
1343,95556754419
1344,1102171952912218
1345,855832406002487
1346,2034556329272032
1347,63871433865
1348,1776462150249111
1349,51212401086
1350,3279186517570339
1351,3764328251273000
1352,3104632676038654
1353,2554911289513239
1354,3919086731143902
1355,1854236585383684
1356,7441940520383857724
1357,2538119710906007
1358,2839261987
1359,98905938307
1360,1804033507
1361,2997747182739690
1362,1964154855629296
1363,864644091355495
1364,111449573549
1365,72526026545
1366,162374149222756
1367,87062477701
1368,69590779534
1369,7442134458356712508
1370,259098414954508
1371,109878392663
1372,1785204328897116
1373,108081021426
1374,7420026453755429948
1375,3637640962523006
1376,106793960344
1377,3138433378943611
1378,97474801834
1379,4111814571074536
1380,98231745365
1381,87993729575
1382,97880616953
1383,76667009138
1384,134444644
1385,1346262276513277
1386,3122200766332637
1387,110528765430
1388,3980689237618856
1389,109541626448
1390,60700839950
1391,2947162177543784
1392,3544461491840807
1393,1742179494
1394,96308032833
1395,7424560614654084156
1396,4084019812658544
1397,4279748965971795
1398,2576909671346871
1399,110451950196
1400,81461571001
1401,3614786876875748
1402,62648579729
1403,101689082311
1404,473211080540320
1405,697533915471644
1406,2968314784253812
1407,1011155217425560
1408,63334117407
1409,4296532422822622
1410,101558819511
1411,2700830855931768
1412,2597509781797484
1413,1689268501877400
1414,3456286308
1415,62507511355
1416,2390759352842074
1417,50015541930
1418,63630770288
1419,2577672122144439
1420,65015481412
1421,109968862368
1422,78764229544
1423,1720051238188328
1424,4031289248455171
1425,1248642736589357
1426,102226826285
1427,1377026675586900
1428,3710177493929347
1429,660120082317411
1430,3379234691
1431,1757449179
1432,673325383948046
1433,4133771977949683
1434,981233528476771
1435,50815939842
1436,69355868005
1437,3588426871094333
1438,4158808013154780
1439,3447316161
1440,99373536911
1441,1425387438478205
1442,588938120020136
1443,4264383529890956
1444,6730875919
1445,518606553622798
1446,1578061456
1447,347095820422509
1448,3784937699279447
1449,327032624
1450,411776273
1451,3032921890376292
1452,107776969873
1453,3769562239088703
1454,1872449143
1455,2211846640118520
1456,946236266
1457,3021063554873476
1458,1107933672253022
1459,1156305271391150
1460,427289137
1461,3123079083199383
1462,109710720810
1463,2799818283946492
1464,2588700993127387
1465,63695962228
1466,72073572367
1467,3241005764844007
1468,101240375280
1469,165378089303091
1470,972380848261160
1471,2058703663015116
1472,2335840678974408
1473,1326461817204042
1474,3514516514024183
1475,4451246055621784
1476,102194961619
1477,99535748693
1478,2073904907
1479,80426823813
1480,2917785222
1481,2102762418
1482,1657464660
1483,1921041567
1484,721741883390925
1485,4070833454332020
1486,4124963262725341
1487,98104535603
1488,4075219837787849
1489,2434798249319379
1490,2911191262
1491,540569105337915
1492,3697026126846205
1493,2681072237967872
1494,1714876452713647
1495,70990365485
1496,3072477660724064
1497,1019960430975741
1498,2146685534
1499,4215989229599049
1500,3430099844610077
1501,1566174636677280
1502,3892738905091293
1503,1569747891139676
1504,4123635628123562
1505,4059817619501715
1506,149184101234264
1507,1287482704
1508,484206296433933
1509,62574372837
1510,1182695018727950
1511,100714102035
1512,16102095323
1513,943808279227540
1514,3241780634722668
1515,3733570017304413
1516,263502470588381
1517,2826179057554651
1518,110873160383
1519,2519729887788894
1520,171175020343448
1521,100237133663
1522,110953828944
1523,189564711076047
1524,229117981916735
1525,2722046677362935
1526,4442452997439811
1527,613956046556819
1528,3016662310196492
1529,2551329490214973
1530,107711958776
1531,95853091094
1532,3707174665333198
1533,4226938224514606
1534,3339301520
1535,402843313649747
1536,1864418842409804
1537,4352308272173081
1538,110577167758
1539,4441657524093956
1540,96157974525
1541,67762032206
1542,100947029927
1543,468804533756739
1544,2310247268
1545,3738813339017303
1546,3004283504573725
1547,3003521581190683
1548,64983379703
1549,98064953679
1550,22057111781
1551,1314644916969819
1552,695332706454116
1553,3787142365976428
1554,3658775251652846
1555,62128838652
1556,3641199482380478
1557,52523664043
1558,104944605267
1559,418236117823860
1560,2897930713836340
1561,2779193044634200
1562,7009435394169
1563,3758564084295539
1564,3149430151971805
1565,1315462743856573
1566,7403282204002698299
1567,1922365443020551
1568,4332526608593523
1569,2084272856112552
1570,51370710094
1571,317106050051774
1572,2984503057071435
1573,3847928806644046
1574,110161071761
1575,4388844292291869
1576,108715445585
1577,3749763415810672
1578,104947112743
1579,109992884694
1580,1260494395288787
1581,60445019290
1582,2748862912
1583,747289667184451
1584,241541209142967
1585,2118087112657722
1586,99270850745
1587,2660462067454388
1588,602973993712365
1589,2101895015699959
1590,54311537485
1591,391866250180750
1592,945228458498413
1593,2762438693894573
1594,1538933529526151
1595,93053121364
1596,105069255908
1597,109219530721
1598,2650244326363640
1599,111241350046
1600,1555177758275817
1601,61577938864
1602,1385065671
1603,105733240750
1604,111342296571
1605,1275885606929534
1606,2390766778584955
1607,2493313862340140
1608,2796769120891871
1609,81951936548
1610,111278606152
1611,2958147155400435
1612,111187383553
1613,499591706837449
1614,3122256049344744
1615,86943136762
1616,1337486346566544
1617,68006213698
1618,108617666504
1619,2944962764477820
1620,2084306926186040
1621,2598855296688334
1622,93081818045
1623,2282197411441453
1624,106763883275
1625,2439167675218492
1626,1535370154476397
1627,111131533883
1628,1207743657019764
1629,1732474446812592
1630,81702110769
1631,1854253773103452
1632,4132392070818923
1633,627164881101129
1634,3824578232857465
1635,1088930227429124
1636,61310203154
1637,110249106717
1638,336929293602492
1639,3490325306283488
1640,4001818010192477
1641,78635346897
1642,7409842014732518424
1643,2742597725196403
1644,2478714926414681
1645,4026827175630291
1646,209321333112064
1647,3602443700539620
1648,4218149607324264
1649,3795134885930184
1650,1915772413682931
1651,102350735397
1652,549748944
1653,1018981476
1654,3325345501553310
1655,605172772382026
1656,96762094435
1657,543155043
1658,3749814490631149
1659,3237381992614787
1660,67792605250
1661,2874580712044480
1662,94231358279
